Region,Sales,Category,Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Product ID,Sub-Category,Product Name
West,6,Office Supplies,CA-2018-140256,Standard Class,PW-19030,Pauline Webber,Corporate,United States,Los Angeles,California,OFF-AR-10002255,Art,Newell 346
West,6,Office Supplies,CA-2018-142902,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,OFF-LA-10000634,Labels,Avery 509
West,6,Office Supplies,CA-2018-142958,Standard Class,RW-19630,Rob Williams,Corporate,United States,Torrance,California,OFF-BI-10001759,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue"
West,6,Office Supplies,CA-2018-144855,Second Class,DL-13495,Dionis Lloyd,Corporate,United States,San Francisco,California,OFF-LA-10003766,Labels,Self-Adhesive Removable Labels
West,6,Office Supplies,CA-2018-148201,Second Class,CC-12145,Charles Crestani,Consumer,United States,Seattle,Washington,OFF-PA-10000019,Paper,Xerox 1931
West,6,Office Supplies,CA-2018-148852,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Santa Ana,California,OFF-FA-10003467,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack"
West,6,Office Supplies,CA-2018-152800,First Class,SP-20920,Susan Pistek,Consumer,United States,San Francisco,California,OFF-EN-10001509,Envelopes,Poly String Tie Envelopes
West,6,Office Supplies,CA-2018-162733,First Class,TT-21070,Ted Trevino,Consumer,United States,Los Angeles,California,OFF-PA-10002751,Paper,Xerox 1920
West,6,Office Supplies,CA-2018-165330,Same Day,WB-21850,William Brown,Consumer,United States,Anaheim,California,OFF-BI-10002897,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2"""
West,6,Office Supplies,CA-2019-100013,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Los Angeles,California,OFF-AR-10001022,Art,SANFORD Liquid Accent Tank-Style Highlighters
West,6,Office Supplies,CA-2019-103380,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,OFF-AR-10003856,Art,Newell 344
West,6,Office Supplies,CA-2019-106824,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Los Angeles,California,OFF-FA-10001135,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box"
West,6,Office Supplies,CA-2019-112431,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Los Angeles,California,OFF-AR-10000940,Art,Newell 343
West,6,Office Supplies,CA-2019-113530,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,OFF-AR-10000122,Art,Newell 314
West,6,Office Supplies,CA-2019-118136,First Class,BB-10990,Barry Blumstein,Corporate,United States,Inglewood,California,OFF-AR-10001427,Art,Newell 330
West,6,Office Supplies,CA-2019-126067,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Seattle,Washington,OFF-AR-10003856,Art,Newell 344
West,6,Office Supplies,CA-2019-127712,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Salem,Oregon,OFF-SU-10002522,Supplies,Acme Kleen Earth Office Shears
West,6,Office Supplies,CA-2019-137463,Second Class,KM-16225,Kalyca Meade,Corporate,United States,Sunnyvale,California,OFF-BI-10003196,Binders,Accohide Poly Flexible Ring Binders
West,6,Office Supplies,CA-2019-139080,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Seattle,Washington,OFF-PA-10002262,Paper,Xerox 192
West,6,Office Supplies,CA-2019-147942,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,OFF-LA-10003663,Labels,Avery 498
West,6,Office Supplies,CA-2019-155929,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Glendale,Arizona,OFF-PA-10000859,Paper,Unpadded Memo Slips
West,6,Office Supplies,CA-2019-158736,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,San Francisco,California,OFF-AR-10002578,Art,Newell 335
